Time,UAV0_X,UAV0_Y,UAV0_V,UAV0_Heading,UAV1_X,UAV1_Y,UAV1_V,UAV1_Heading
31.3,60.6982,2.78726,1.99975,1.6416,40.7368,3.47546,1.99976,1.62937
31.4,60.8881,2.77458,1.99953,1.6416,40.9269,3.46512,1.99953,1.62937
31.5,61.0787,2.76193,1.99957,1.6416,41.1177,3.45482,1.99957,1.62938
31.6,61.2682,2.75055,1.99951,1.6416,41.3075,3.44579,1.99952,1.62938
31.7,61.4572,2.73638,1.99949,1.64161,41.4967,3.43397,1.99949,1.62938
31.8,61.6561,2.72385,1.99997,1.64162,41.6958,3.42386,1.99998,1.62939
31.9,61.8329,2.71295,1.9989,1.64163,41.8728,3.4152,1.99891,1.6294
32,62.0459,2.69744,2.00066,1.64164,42.0859,3.40225,2.00066,1.6294
32.1,62.2292,2.68255,1.99922,1.64165,42.2693,3.38965,1.99921,1.62941
32.2,62.4228,2.67032,1.99972,1.64166,42.4632,3.37981,1.99973,1.62941
32.3,62.6105,2.65342,1.99944,1.64166,42.6509,3.36525,1.99943,1.62942
32.4,62.8122,2.64166,2.00011,1.64166,42.8528,3.35595,2.00011,1.62942
32.5,63.0001,2.62569,1.99945,1.64167,43.0408,3.34232,1.99944,1.62942
32.6,63.1922,2.61118,1.99965,1.64166,43.2331,3.33018,1.99965,1.62942
32.7,63.3849,2.59788,1.99968,1.64166,43.426,3.31927,1.99968,1.62942
32.8,63.5929,2.57711,2.0004,1.64166,43.634,3.30102,2.00039,1.62942
32.9,63.7807,2.5645,1.99945,1.64164,43.8219,3.29075,1.99945,1.6294
33,63.9891,2.55433,2.00042,1.64162,44.0306,3.2831,2.00043,1.62939
33.1,64.203,2.54233,2.00067,1.64162,44.2448,3.27366,2.00067,1.62939
33.2,64.4055,2.53368,2.00014,1.64163,44.4477,3.26748,2.00015,1.6294
33.3,64.6237,2.51892,2.00086,1.64165,44.666,3.25533,2.00086,1.62941
33.4,64.8239,2.50626,2.00003,1.64167,44.8664,3.24512,2.00003,1.62943
33.5,65.0209,2.49025,1.99989,1.6417,45.0635,3.23153,1.99988,1.62944
33.6,65.2383,2.47532,2.00082,1.64172,45.2811,3.2192,2.00082,1.62945
33.7,65.4325,2.45618,1.99975,1.64173,45.4752,3.20247,1.99974,1.62947
33.8,65.636,2.43504,2.00018,1.64173,45.6786,3.18382,2.00017,1.62947
33.9,65.8237,2.42223,1.99946,1.64171,45.8665,3.17334,1.99946,1.62945
34,66.0186,2.40835,1.9998,1.6417,46.0616,3.16187,1.9998,1.62944
34.1,66.2091,2.39377,1.99959,1.64168,46.2522,3.14965,1.99959,1.62943
34.2,66.4338,2.37084,2.00114,1.64167,46.4769,3.1294,2.00112,1.62942
34.3,66.6368,2.3604,2.00015,1.64163,46.6801,3.12143,2.00016,1.6294
34.4,66.8364,2.34908,2.00001,1.64161,46.8801,3.11255,2.00001,1.62939
34.5,67.0374,2.33558,2.00006,1.6416,47.0812,3.1015,2.00007,1.62938
34.6,67.2463,2.32342,2.00042,1.64159,47.2903,3.09186,2.00043,1.62938
34.7,67.4633,2.31063,2.00078,1.6416,47.5076,3.08167,2.00078,1.62938
34.8,67.6632,2.299,2.00001,1.64161,47.7077,3.07247,2.00002,1.62938
34.9,67.8648,2.28245,2.00009,1.64162,47.9095,3.05838,2.00009,1.62939
35,68.0715,2.27252,2.00031,1.64163,48.1164,3.05095,2.00032,1.6294
35.1,68.257,2.25603,1.99939,1.64165,48.302,3.03678,1.99938,1.62941
35.2,68.4665,2.24735,2.00044,1.64166,48.5118,3.03062,2.00045,1.62942
35.3,68.6787,2.23462,2.00055,1.64169,48.7242,3.02045,2.00056,1.62943
35.4,68.877,2.2231,1.99995,1.64172,48.9229,3.01136,1.99995,1.62945
35.5,69.1001,2.20359,2.00102,1.64176,49.146,2.99451,2.00101,1.62948
35.6,69.3201,2.193,2.00088,1.64178,49.3662,2.98656,2.00089,1.62949
35.7,69.5349,2.17707,2.00066,1.64182,49.5812,2.97322,2.00065,1.62951
35.8,69.725,2.1634,1.99959,1.64185,49.7714,2.96191,1.99959,1.62953
35.9,69.9083,2.15026,1.99931,1.64188,49.9549,2.95108,1.99931,1.62955
36,70.1098,2.14181,2.00009,1.64191,50.1568,2.9451,2.0001,1.62956
36.1,70.305,2.12202,1.99982,1.64195,50.3519,2.92773,1.9998,1.62959
36.2,70.4998,2.10534,1.9998,1.64197,50.5467,2.91347,1.99979,1.6296
36.3,70.7118,2.08831,2.00053,1.64197,50.7588,2.89903,2.00053,1.6296
36.4,70.9122,2.07279,2.00004,1.64198,50.9594,2.88599,2.00004,1.6296
36.5,71.1011,2.05848,1.99955,1.64197,51.1484,2.87405,1.99955,1.6296
36.6,71.3227,2.04354,2.00093,1.64196,51.3701,2.86177,2.00093,1.6296
36.7,71.5192,2.02548,1.99987,1.64196,51.5667,2.84615,1.99986,1.62959
36.8,71.7152,2.00902,1.99986,1.64195,51.7628,2.83212,1.99985,1.62958
36.9,71.9133,1.99222,1.99994,1.64192,51.961,2.81778,1.99994,1.62957
37,72.1018,1.97476,1.99954,1.64189,52.1495,2.80269,1.99953,1.62955
37.1,72.2912,1.95783,1.99958,1.64185,52.3389,2.78812,1.99958,1.62953
37.2,72.4906,1.94175,2,1.6418,52.5384,2.7745,2,1.6295
37.3,72.6938,1.92846,2.00015,1.64174,52.7419,2.76369,2.00016,1.62947
37.4,72.8933,1.91598,2,1.6417,52.9415,2.75366,2,1.62944
37.5,73.0945,1.90152,2.00007,1.64167,53.1429,2.74166,2.00007,1.62942
37.6,73.3026,1.88693,2.00035,1.64163,53.3512,2.72959,2.00035,1.6294
37.7,73.5105,1.86731,2.00034,1.64161,53.559,2.71249,2.00033,1.62939
37.8,73.7031,1.85383,1.99972,1.64156,53.7518,2.70138,1.99972,1.62936
37.9,73.8935,1.84353,1.99963,1.64152,53.9426,2.69343,1.99964,1.62934
38,74.0944,1.83183,2.00006,1.6415,54.1437,2.68417,2.00006,1.62933
38.1,74.3022,1.81656,2.00033,1.64149,54.3516,2.6714,2.00033,1.62932
38.2,74.5118,1.80572,2.00041,1.64148,54.5615,2.66307,2.00041,1.62931
38.3,74.7095,1.79119,1.99992,1.64148,54.7593,2.65095,1.99992,1.62932
38.4,74.9096,1.77913,2.00002,1.64148,54.9597,2.64132,2.00003,1.62932
38.5,75.1106,1.76587,2.00006,1.64149,55.1609,2.63049,2.00006,1.62932
38.6,75.3126,1.75134,2.0001,1.64151,55.363,2.61841,2.0001,1.62933
38.7,75.5302,1.73401,2.00072,1.64152,55.5807,2.60368,2.00072,1.62934
38.8,75.7306,1.72002,2.00003,1.64152,55.7813,2.59212,2.00004,1.62934
38.9,75.9304,1.70737,2.00001,1.64152,55.9813,2.58191,2.00001,1.62934
39,76.1492,1.68826,2.00076,1.64153,56.2001,2.5654,2.00075,1.62934
39.1,76.3442,1.67603,1.99982,1.64153,56.3953,2.55556,1.99982,1.62934
39.2,76.5215,1.66358,1.99913,1.64153,56.5729,2.54534,1.99914,1.62934
39.3,76.7145,1.65074,1.99975,1.64153,56.766,2.53486,1.99975,1.62934
39.4,76.9025,1.63424,1.99956,1.64153,56.9541,2.5207,1.99955,1.62934
39.5,77.0832,1.61869,1.99927,1.64152,57.1349,2.5074,1.99927,1.62934
39.6,77.2638,1.60519,1.99927,1.6415,57.3157,2.49616,1.99927,1.62932
39.7,77.4774,1.59011,2.00055,1.64148,57.5294,2.48363,2.00055,1.62931
39.8,77.6742,1.57567,1.99989,1.64146,57.7263,2.47159,1.99989,1.6293
39.9,77.8953,1.56576,2.00083,1.64144,57.9478,2.4643,2.00084,1.62929
40,78.0962,1.55026,2.00005,1.64145,58.1488,2.45124,2.00005,1.6293
40.1,78.2988,1.53378,2.00012,1.64145,58.3514,2.43721,2.00011,1.6293
40.2,78.4949,1.52195,1.99987,1.64144,58.5478,2.42777,1.99987,1.62929
40.3,78.6823,1.51329,1.99954,1.64144,58.7355,2.42141,1.99955,1.62929
40.4,78.885,1.50243,2.00012,1.64146,58.9385,2.413,2.00013,1.6293
40.5,79.0775,1.49335,1.99973,1.6415,59.1313,2.40627,1.99974,1.62932
40.6,79.2839,1.47768,2.00026,1.64155,59.3378,2.3931,2.00026,1.62935
40.7,79.4796,1.46415,1.99986,1.6416,59.5338,2.38196,1.99986,1.62937
40.8,79.6753,1.4479,1.99986,1.64164,59.7295,2.36812,1.99985,1.6294
40.9,79.8736,1.43347,1.99995,1.64167,59.9279,2.35612,1.99995,1.62941
41,80.0745,1.41456,2.00006,1.64169,60.1288,2.33967,2.00005,1.62942
41.1,80.2573,1.39732,1.99938,1.64169,60.3117,2.32473,1.99937,1.62942
41.2,80.441,1.38462,1.99941,1.64167,60.4955,2.31434,1.99941,1.62941
41.3,80.6259,1.36903,1.99946,1.64165,60.6806,2.30106,1.99946,1.6294
41.4,80.8348,1.35097,2.00035,1.64162,60.8894,2.28553,2.00034,1.62938
41.5,81.0193,1.33662,1.99944,1.64157,61.0741,2.27349,1.99944,1.62936
41.6,81.222,1.32426,2.00012,1.64152,61.2771,2.26358,2.00012,1.62934
41.7,81.4379,1.31158,2.0006,1.64149,61.4932,2.25349,2.00061,1.62932
41.8,81.6412,1.29631,2.00014,1.64148,61.6966,2.24068,2.00013,1.62932
41.9,81.8485,1.28196,2.00029,1.64146,61.9041,2.22882,2.00029,1.62931
42,82.0491,1.27007,2.00004,1.64144,62.1049,2.21936,2.00004,1.6293
42.1,82.2642,1.25411,2.00057,1.64144,62.3202,2.20597,2.00057,1.6293
42.2,82.4648,1.23635,2.00004,1.64144,62.5208,2.19065,2.00003,1.6293
42.3,82.6687,1.22197,2.00016,1.64141,62.7248,2.17872,2.00016,1.62929
42.4,82.8628,1.20814,1.99981,1.64139,62.9191,2.16726,1.99981,1.62928
42.5,83.0595,1.19491,1.9999,1.64137,63.116,2.15642,1.9999,1.62927
42.6,83.2472,1.18155,1.99957,1.64135,63.3038,2.14537,1.99957,1.62926
42.7,83.4488,1.16823,2.00008,1.64134,63.5056,2.13448,2.00008,1.62925
42.8,83.657,1.1552,2.00031,1.64133,63.714,2.12394,2.00031,1.62925
42.9,83.8604,1.14049,2.00014,1.64133,63.9176,2.11167,2.00014,1.62925
43,84.0677,1.12758,2.00027,1.64133,64.1251,2.10124,2.00028,1.62925
43.1,84.2725,1.11569,2.00019,1.64135,64.3302,2.09181,2.00019,1.62926
43.2,84.4778,1.10444,2.0002,1.64137,64.5357,2.08302,2.00021,1.62927
43.3,84.6633,1.09179,1.9995,1.64142,64.7214,2.07265,1.9995,1.62929
43.4,84.8706,1.08075,2.00028,1.64146,64.929,2.0641,2.00028,1.62931
43.5,85.0734,1.06938,2.00011,1.64153,65.132,2.05518,2.00012,1.62933
43.6,85.2797,1.05677,2.00024,1.64161,65.3386,2.04506,2.00024,1.62937
43.7,85.4743,1.04217,1.99983,1.64169,65.5333,2.03285,1.99983,1.6294
43.8,85.6775,1.03018,2.00013,1.64177,65.7367,2.02334,2.00013,1.62943
43.9,85.8952,1.01421,2.00063,1.64185,65.9545,2.01,2.00063,1.62947
44,86.1083,1.00075,2.00047,1.64192,66.1678,1.99913,2.00047,1.6295
44.1,86.2818,0.990477,1.99909,1.642,66.3416,1.99109,1.9991,1.62953
44.2,86.4877,0.980723,2.00022,1.64209,66.5478,1.98388,2.00023,1.62957
44.3,86.6901,0.969796,2.0001,1.6422,66.7505,1.97547,2.0001,1.62961
44.4,86.8922,0.95365,2.00009,1.64234,66.9527,1.96186,2.00009,1.62967
44.5,87.0799,0.938072,1.99959,1.64245,67.1405,1.9487,1.99959,1.62971
44.6,87.2668,0.925217,1.99957,1.64253,67.3276,1.93827,1.99957,1.62974
44.7,87.4761,0.909091,2.00034,1.64261,67.537,1.92479,2.00034,1.62977
44.8,87.6717,0.896311,1.99986,1.64267,67.7328,1.91453,1.99987,1.6298
44.9,87.8616,0.888412,1.99967,1.64274,67.9231,1.9091,1.99968,1.62982
45,88.0558,0.872644,1.99982,1.64285,68.1174,1.89587,1.99982,1.62986
45.1,88.2601,0.856007,2.00016,1.64294,68.3218,1.88187,2.00016,1.6299
45.2,88.4496,0.839619,1.99966,1.64301,68.5114,1.86799,1.99966,1.62992
45.3,88.6531,0.823514,2.00014,1.64304,68.715,1.85454,2.00014,1.62993
45.4,88.8562,0.8116,2.00012,1.64306,68.9184,1.84527,2.00012,1.62994
45.5,89.0554,0.795297,1.99999,1.64311,69.1176,1.83158,1.99999,1.62996
45.6,89.2572,0.782599,2.00008,1.64313,69.3197,1.82152,2.00008,1.62996
45.7,89.4544,0.770569,1.99992,1.64317,69.5171,1.81209,1.99992,1.62998
45.8,89.6567,0.751625,2.0001,1.64322,69.7194,1.79581,2.00009,1.63
45.9,89.8436,0.738294,1.99958,1.64324,69.9066,1.785,1.99958,1.63
46,90.0303,0.722926,1.99958,1.64325,70.0934,1.77216,1.99957,1.63
46.1,90.2156,0.707974,1.99953,1.59325,70.2788,1.75972,1.99953,1.63
46.2,90.4104,0.707488,1.99983,1.54325,70.4734,1.75184,1.99983,1.63
46.3,90.6027,0.710037,1.99975,1.49325,70.6653,1.73699,1.99974,1.63
46.4,90.7999,0.729038,1.99993,1.44325,70.8629,1.72864,1.99993,1.63
46.5,90.9967,0.753848,1.99995,1.39325,71.061,1.71617,1.99995,1.63
46.6,91.1936,0.790017,2,1.34325,71.2606,1.70518,2,1.63
46.7,91.398,0.837321,2.00031,1.29325,71.4699,1.69558,2.00031,1.63001
46.8,91.5847,0.891125,1.99981,1.24325,71.6638,1.68271,1.99981,1.63002
46.9,91.7653,0.952598,1.99972,1.19325,71.8547,1.66798,1.99971,1.63003
47,91.9501,1.03034,1.99996,1.14325,72.0533,1.66016,1.99997,1.63003
47.1,92.1351,1.11182,2.0001,1.09325,72.2559,1.64687,2.0001,1.63004
47.2,92.3215,1.2023,2.00028,1.04325,72.4644,1.63357,2.00028,1.63004
47.3,92.4866,1.2995,1.99975,0.993248,72.6563,1.61826,1.99975,1.63004
47.4,92.6622,1.40525,2.00026,0.943248,72.864,1.60294,2.00026,1.63003
47.5,92.8327,1.52406,2.00028,0.893248,73.0724,1.5924,2.00028,1.63001
47.6,92.9902,1.65336,2.00005,0.843248,73.2735,1.58445,2.00005,1.62999
47.7,93.1501,1.78805,2.00034,0.793248,73.4837,1.57418,2.00034,1.63
47.8,93.2943,1.92677,2.00005,0.743248,73.6852,1.56071,2.00006,1.63001
47.9,93.4206,2.07457,1.99971,0.693248,73.8757,1.54957,1.99971,1.63001
48,93.5457,2.23211,1.99992,0.643248,74.0723,1.54152,1.9999,1.63001
48.1,93.6654,2.39325,1.99999,0.593248,74.2715,1.53081,1.99999,1.63003
48.2,93.7758,2.55944,1.99996,0.543248,74.4698,1.51937,1.99995,1.63005
48.3,93.8842,2.73252,2.00016,0.495302,74.6743,1.50927,2.00015,1.63007
48.4,93.977,2.9103,1.99993,0.452051,74.8714,1.4993,1.99992,1.63009
48.5,94.0611,3.08941,1.9999,0.413042,75.0678,1.48675,1.9999,1.63012
48.6,94.1417,3.27376,2.00001,0.377858,75.2676,1.47606,2,1.63015
48.7,94.2254,3.45958,2.00032,0.346122,75.4776,1.46373,2.00032,1.63017
48.8,94.2964,3.64589,2.0001,0.317484,75.6809,1.44986,2.00011,1.6302
48.9,94.3643,3.83446,2.00017,0.291648,75.8865,1.4363,2.00019,1.63021
49,94.4237,4.02986,2.00007,0.268337,76.0874,1.42817,2.00004,1.63022
49.1,94.4655,4.22338,1.99965,0.247307,76.275,1.41755,1.99963,1.63024
49.2,94.5048,4.41683,1.9997,0.228348,76.4645,1.40578,1.99969,1.63027
49.3,94.5381,4.60761,1.99961,0.211256,76.6522,1.39058,1.99963,1.63028
49.4,94.5736,4.8075,1.99981,0.19585,76.8439,1.38348,1.99975,1.63028
49.5,94.6148,5.00684,2.00008,0.18196,77.0452,1.37463,2.00005,1.6303
49.6,94.6462,5.20542,1.99985,0.169427,77.2392,1.36493,1.99983,1.63033
49.7,94.689,5.40088,2.00028,0.158126,77.4493,1.35071,2.00032,1.63037
49.8,94.7183,5.59828,1.99993,0.147921,77.6465,1.33884,1.99993,1.63039
49.9,94.7441,5.79434,1.99988,0.138718,77.8427,1.32545,1.99989,1.63042
50,94.7688,5.99564,1.99992,0.13042,78.0381,1.31701,1.99987,1.63043
50.1,94.7864,6.19286,1.99973,0.122937,78.2287,1.30472,1.99973,1.63046
50.2,94.8168,6.39174,2.00019,0.116195,78.4349,1.29269,2.0002,1.63048
50.3,94.8385,6.58828,1.99994,0.110107,78.6335,1.27876,1.99997,1.6305
50.4,94.8628,6.78954,2.00008,0.104616,78.835,1.26908,2.00006,1.6305
50.5,94.8765,6.9889,1.99977,0.0996606,79.0262,1.25829,1.99974,1.63052
50.6,94.8975,7.18709,2.00003,0.0951975,79.2275,1.24544,2.00005,1.63054
50.7,94.9084,7.38454,1.99974,0.0911699,79.4185,1.23268,1.99974,1.63055
50.8,94.9283,7.58547,2.00006,0.0875449,79.6193,1.22233,2.00004,1.63056
50.9,94.9411,7.78541,1.99986,0.0842729,79.8133,1.21159,1.99983,1.63058
51,94.9627,7.98513,2.00015,0.0813262,80.0184,1.19954,2.00016,1.63059
51.1,94.9773,8.18494,1.99995,0.0786625,80.2159,1.18823,1.99993,1.63061
51.2,94.9789,8.38389,1.99956,0.0762613,80.399,1.17752,1.99951,1.63063
51.3,94.9892,8.57909,1.99982,0.0741102,80.5946,1.16199,1.99988,1.63064
51.4,94.9978,8.7771,1.9998,0.0721747,80.7874,1.14939,1.9998,1.63064
51.5,95.0192,8.97669,2.00022,0.0704353,80.9956,1.13664,2.00025,1.63063
51.6,95.0374,9.17642,2.00013,0.0688584,81.2002,1.12433,2.00015,1.63062
51.7,95.059,9.37551,2.00024,0.0674311,81.4098,1.11085,2.00029,1.63061
51.8,95.0752,9.57727,2.0001,0.0661348,81.6118,1.10069,2.00007,1.6306
51.9,95.0929,9.77709,2.00014,0.0649624,81.8169,1.08835,2.00016,1.6306
52,95.1104,9.97704,2.00014,0.0638997,82.0221,1.07608,2.00016,1.6306
52.1,95.1297,10.1764,2.0002,0.0629359,82.2302,1.06289,2.00025,1.63059
52.2,95.1336,10.3726,1.99971,0.062059,82.4207,1.04884,1.99973,1.63059
52.3,95.1427,10.5724,1.9999,0.0612774,82.616,1.03766,1.99987,1.63057
52.4,95.1607,10.7726,2.00018,0.0605759,82.8227,1.02537,2.00021,1.63055
52.5,95.1604,10.9691,1.9996,0.0599365,83.0082,1.01226,1.99959,1.63054
52.6,95.1712,11.1682,1.99996,0.0593734,83.2065,1.00003,1.99996,1.63052
52.7,95.1726,11.366,1.99967,0.0588666,83.3937,0.987947,1.99964,1.63049
52.8,95.173,11.5604,1.99962,0.058421,83.5815,0.972742,1.99966,1.63046
52.9,95.1825,11.7575,1.99992,0.0580314,83.7799,0.958673,1.99996,1.63042
53,95.1893,11.9566,1.99985,0.0576822,83.9734,0.947088,1.99982,1.63036
53.1,95.2042,12.156,2.0001,0.0573726,84.1778,0.934277,2.00014,1.6303
53.2,95.2178,12.3558,2.00007,0.0570894,84.3803,0.922145,2.00008,1.63025
53.3,95.2402,12.5588,2.00036,0.0568314,84.5927,0.911487,2.00036,1.6302
53.4,95.2514,12.7593,2,0.0565863,84.7917,0.900443,1.99998,1.63017
53.5,95.2619,12.959,1.99998,0.0563654,84.9902,0.888731,1.99997,1.63015
53.6,95.279,13.1614,2.0002,0.056167,85.196,0.878414,2.00017,1.63013
53.7,95.2896,13.3617,1.99999,0.0559815,85.3944,0.867179,1.99996,1.63012
53.8,95.3089,13.5628,2.00026,0.0558149,85.6043,0.855172,2.00029,1.63012
53.9,95.3172,13.7599,1.99989,0.0556553,85.802,0.841285,1.99994,1.63012
54,95.325,13.9609,1.99991,0.0555144,85.9959,0.831341,1.99984,1.63011
54.1,95.3344,14.1607,1.99995,0.0553912,86.1932,0.819913,1.99993,1.6301
54.2,95.3481,14.3627,2.0001,0.0552819,86.3947,0.809804,2.00005,1.6301
54.3,95.3551,14.5643,1.9999,0.0551806,86.587,0.800688,1.99979,1.63012
54.4,95.3635,14.7611,1.9999,0.0550939,86.7852,0.7865,1.99996,1.63015
54.5,95.3833,14.9595,2.00025,0.0550187,86.9987,0.771551,2.00039,1.63016
54.6,95.4011,15.1633,2.00024,0.0549403,87.2051,0.762153,2.00019,1.63015
54.7,95.4204,15.364,2.00026,0.0548619,87.4163,0.749337,2.00032,1.63016
54.8,95.4352,15.5636,2.00011,0.0547814,87.6218,0.736551,2.00016,1.63018
54.9,95.4448,15.7683,2,0.0547042,87.8153,0.729798,1.99983,1.63018
55,95.4583,15.9716,2.00011,0.0546366,88.0159,0.720798,2.00003,1.63022
55.1,95.4649,16.1727,1.99988,0.0545726,88.2079,0.711165,1.99979,1.63029
55.2,95.4795,16.3764,2.00015,0.0545201,88.4098,0.702305,2.00006,1.63036
55.3,95.4891,16.5767,1.99997,0.0544685,88.607,0.691252,1.99993,1.63046
55.4,95.4925,16.7719,1.99973,0.0544236,88.799,0.676803,1.99979,1.63055
55.5,95.5045,16.9728,2.00004,0.0543918,88.9994,0.665727,2.00002,1.63061
55.6,95.5141,17.1703,1.99994,0.0543619,89.199,0.652,2,1.63067
55.7,95.5123,17.3661,1.99959,0.0543362,89.3823,0.639448,1.99955,1.63072
55.8,95.5229,17.5668,2.00001,0.0543281,89.5808,0.628506,1.99997,1.63074
55.9,95.5331,17.767,1.99998,0.0543211,89.779,0.617098,1.99996,1.63077
56,95.5441,17.9651,1.99999,0.0543157,89.9804,0.60355,2.00005,1.6308
56.1,95.5515,18.1618,1.99987,0.0543105,90.1774,0.589592,1.99993,1.63082
56.2,95.5716,18.3668,2.00032,0.0543098,90.3869,0.580244,2.00027,1.58082
56.3,95.5768,18.5635,1.99981,0.0542983,90.5808,0.576798,1.99983,1.53082
56.4,95.5864,18.7628,1.99996,0.0542946,90.779,0.58477,1.99996,1.48082
56.5,95.5935,18.9584,1.99985,0.0542927,90.976,0.599867,1.99994,1.43082
56.6,95.6083,19.1605,2.00014,0.0542954,91.1782,0.62901,2.00011,1.38082
56.7,95.612,19.3572,1.99976,0.0542932,91.3658,0.665798,1.99977,1.33082
56.8,95.6264,19.556,2.00009,0.0542998,91.5669,0.711547,2.00018,1.28082
56.9,95.6393,19.7568,2.00007,0.0543012,91.7609,0.769186,2.00006,1.23082
57,95.6469,19.9543,1.99988,0.0543002,91.9463,0.834658,1.99992,1.18082
57.1,95.6583,20.1576,2.00006,0.054303,92.1287,0.913911,1.99993,1.13082
57.2,95.6744,20.3601,2.00018,0.0543052,92.3158,1.00024,2.00017,1.08082
57.3,95.6752,20.5589,1.99971,0.0543008,92.4763,1.09614,1.99957,1.03082
57.4,95.685,20.7603,1.99999,0.0543093,92.6444,1.20082,1.99991,0.980818
57.5,95.6973,20.9629,2.00008,0.0543185,92.8103,1.31433,1.99999,0.930818
57.6,95.7124,21.164,2.00014,0.0543252,92.9767,1.43392,2.00016,0.880818
57.7,95.7221,21.3659,1.99999,0.0543259,93.1269,1.56353,1.99989,0.830818
57.8,95.7252,21.565,1.99978,0.0543283,93.262,1.69977,1.99967,0.780818
57.9,95.7395,21.7657,2.00011,0.0543402,93.408,1.84188,2.00014,0.730818
58,95.7586,21.9702,2.00028,0.0543466,93.5511,1.99287,2.00026,0.680818
58.1,95.7753,22.1724,2.00019,0.0543423,93.6849,2.14898,2.00021,0.630818
58.2,95.7942,22.3746,2.00025,0.054331,93.8145,2.31072,2.00031,0.580818
58.3,95.8058,22.5734,2.00001,0.0543108,93.9267,2.47686,2.00006,0.530818
58.4,95.8225,22.7771,2.00021,0.0542914,94.0343,2.65138,2.00017,0.483956
58.5,95.8404,22.9812,2.00025,0.0542667,94.1355,2.83052,2.00022,0.441681
58.6,95.8499,23.1792,1.99994,0.0542356,94.2205,3.01017,1.99999,0.403541
58.7,95.8559,23.3804,1.99989,0.054209,94.2892,3.19664,1.99974,0.369139
58.8,95.8622,23.579,1.99986,0.0541915,94.3545,3.38328,1.99982,0.338117
58.9,95.8739,23.7797,2.00004,0.0541816,94.4215,3.5726,2.00002,0.310142
59,95.882,23.9817,1.99996,0.0541716,94.4758,3.76562,1.99983,0.284907
59.1,95.8963,24.1861,2.00016,0.0541662,94.534,3.96072,2.00005,0.26215
59.2,95.9123,24.3897,2.00019,0.0541572,94.5914,4.15597,2.00015,0.24162
59.3,95.9267,24.5908,2.00011,0.0541424,94.6443,4.35055,2.00013,0.223095
59.4,95.9381,24.7876,1.99998,0.0541246,94.6925,4.54303,2.0001,0.206379
59.5,95.9467,24.984,1.99989,0.0541074,94.7326,4.73659,1.99997,0.191296
59.6,95.9475,25.1811,1.9997,0.0540947,94.7556,4.93299,1.99961,0.17769
59.7,95.9615,25.3826,2.00011,0.0540964,94.7951,5.13064,2.00011,0.165432
59.8,95.9709,25.5854,2,0.0540937,94.8229,5.33072,1.99987,0.15437
59.9,95.9756,25.7803,1.99977,0.0540935,94.8474,5.52573,1.99983,0.144396
60,95.9872,25.9841,2.00008,0.0541012,94.8742,5.72684,1.99995,0.135405
60.1,96.0082,26.1862,2.0003,0.0541073,94.9169,5.92483,2.00041,0.127296
60.2,96.0166,26.3858,1.99994,0.0540992,94.9384,6.12364,1.9999,0.119964
60.3,96.0256,26.5829,1.99992,0.0540952,94.9616,6.3205,1.99998,0.113355
60.4,96.0298,26.7797,1.99978,0.0540938,94.9754,6.51817,1.99977,0.107392
60.5,96.0386,26.9772,1.99992,0.0541015,94.9953,6.71568,1.99996,0.102023
60.6,96.049,27.1761,1.99998,0.0541109,95.0158,6.91409,2,0.0971804
60.7,96.0683,27.3811,2.0003,0.05412,95.0455,7.11576,2.00027,0.0928117
60.8,96.0833,27.5842,2.00016,0.0541169,95.0687,7.31674,2.00012,0.0888595
60.9,96.0876,27.7805,1.99978,0.0541086,95.0782,7.51453,1.99978,0.0852892
61,96.1021,27.9794,2.00008,0.0541099,95.1022,7.71253,2.00018,0.082077
61.1,96.1154,28.1828,2.00012,0.0541059,95.1201,7.91431,2.00004,0.0791714
61.2,96.1228,28.3806,1.99988,0.0540991,95.1317,8.11282,1.99989,0.0765487
61.3,96.1325,28.5829,2.00001,0.0540976,95.1432,8.31436,1.99991,0.074187
61.4,96.1466,28.785,2.00012,0.0540979,95.1619,8.51512,2.0001,0.0720606
61.5,96.1578,28.9867,2.00004,0.0540938,95.1755,8.71608,1.99998,0.070138
61.6,96.1728,29.1884,2.00014,0.0540897,95.1953,8.9164,2.00015,0.0684045
61.7,96.1816,29.3878,1.99994,0.0540802,95.2059,9.11606,1.99992,0.0668342
61.8,96.1972,29.5888,2.00014,0.0540745,95.2266,9.31586,2.00019,0.0654209
61.9,96.2118,29.7888,2.0001,0.0540627,95.246,9.51512,2.00016,0.0641377
62,96.2282,29.9916,2.00019,0.0540466,95.2662,9.71616,2.00019,0.062973
62.1,96.2391,30.1888,1.99996,0.0540243,95.2809,9.91393,2.00005,0.0619142
62.2,96.2494,30.3877,1.99997,0.0540039,95.2931,10.1131,1.99999,0.0609564
62.3,96.2596,30.582,1.9999,0.0539862,95.3084,10.3088,2.00006,0.0600925
62.4,96.2721,30.785,2.0001,0.0539706,95.3209,10.5107,2.00002,0.0593093
62.5,96.2785,30.9788,1.9998,0.0539544,95.3297,10.7066,1.99991,0.0586023
62.6,96.2825,31.1729,1.99974,0.0539456,95.3342,10.9031,1.9998,0.0579676
62.7,96.2967,31.3791,2.00019,0.0539471,95.347,11.1071,2.00005,0.0574028
62.8,96.31,31.5754,2,0.0539438,95.3652,11.3039,2.00016,0.0568922
62.9,96.3351,31.7851,2.00051,0.053937,95.3935,11.509,2.00046,0.0564237
