Time,UAV0_X,UAV0_Y,UAV0_V,UAV0_Heading,UAV1_X,UAV1_Y,UAV1_V,UAV1_Heading
94,98.0477,93.4416,2.00008,5.38883,98.6056,73.6063,2.00006,0.0529435
94.1,97.8934,93.5723,2.00011,5.33883,98.6181,73.8103,2.00009,0.0529274
94.2,97.7305,93.69,2,5.28883,98.6276,74.01,1.99999,0.0529064
94.3,97.5645,93.8009,2.00005,5.23883,98.6402,74.2116,2.00005,0.0528913
94.4,97.3913,93.8987,1.99995,5.19253,98.6506,74.4094,1.99996,0.05287
94.5,97.2174,94.0009,2.00021,5.15077,98.6655,74.617,2.00018,0.0528513
94.6,97.0364,94.083,1.99995,5.1131,98.6763,74.8149,1.99997,0.0528189
94.7,96.852,94.156,1.9999,5.07912,98.6867,75.0111,1.99994,0.052788
94.8,96.6635,94.226,1.99995,5.04847,98.6949,75.209,1.99994,0.05276
94.9,96.4738,94.2866,1.99989,5.02083,98.7044,75.4046,1.99992,0.0527435
95,96.2823,94.3446,1.99994,4.9959,98.7137,75.6021,1.99995,0.0527321
95.1,96.0921,94.4029,2.00006,4.97342,98.7267,75.8041,2.00007,0.0527264
95.2,95.8978,94.4547,2,4.95313,98.7357,76.0035,1.99998,0.0527115
95.3,95.7039,94.5007,1.99997,4.93483,98.7467,76.2022,1.99999,0.0527041
95.4,95.5082,94.5427,1.99996,4.91833,98.7564,76.4002,1.99996,0.0526951
95.5,95.3093,94.5754,1.99982,4.90344,98.7628,76.5928,1.99983,0.0526902
95.6,95.1155,94.6203,2.00015,4.89002,98.7768,76.7985,2.00014,0.0527019
95.7,94.9191,94.66,2.00009,4.87791,98.788,77.0015,2.00006,0.0526991
95.8,94.7205,94.688,1.9999,4.86698,98.7967,77.1971,1.99991,0.052694
95.9,94.5234,94.7219,2.00006,4.85712,98.808,77.3992,2.00005,0.0526966
96,94.3257,94.7521,2.00003,4.84823,98.8188,77.6,2.00002,0.0526962
96.1,94.1273,94.7756,1.99993,4.8402,98.829,77.797,1.99995,0.0526948
96.2,93.9293,94.8005,1.99999,4.83296,98.84,77.9965,2,0.0526943
96.3,93.7316,94.8293,2.0001,4.82644,98.8518,78.2,2.00008,0.0526919
96.4,93.5331,94.8498,1.99996,4.82054,98.8626,78.3982,1.99998,0.0526847
96.5,93.3328,94.8712,1.99999,4.81523,98.8712,78.5971,1.99997,0.0526766
96.6,93.1318,94.8895,1.99994,4.81043,98.8789,78.7942,1.99993,0.052678
96.7,92.932,94.9092,2,4.80611,98.8884,78.9936,1.99998,0.0526921
96.8,92.734,94.9362,2.00017,4.80221,98.9007,79.2,2.00013,0.0527098
96.9,92.5352,94.9562,2.00004,4.79868,98.912,79.4015,2.00004,0.0527188
97,92.3378,94.9718,1.99998,4.7955,98.925,79.6009,2.00002,0.0527239
97.1,92.1383,94.9918,2.00006,4.79263,98.9355,79.8031,2.00004,0.0527163
97.2,91.9387,95.0041,1.99993,4.79003,98.9456,79.9998,1.99995,0.0527103
97.3,91.7385,95.0168,1.99994,4.7877,98.9549,80.197,1.99994,0.0527065
97.4,91.5395,95.0339,2.00004,4.78559,98.9661,80.3985,2.00004,0.0527087
97.5,91.3416,95.047,1.99998,4.78369,98.9786,80.5978,2.00001,0.0527074
97.6,91.1436,95.0642,2.00007,4.78198,98.9916,80.8006,2.00008,0.052696
97.7,90.9449,95.0801,2.00004,4.78043,99.0034,81.0023,2.00005,0.052674
97.8,90.7457,95.0932,1.99999,4.77903,99.0143,81.2018,2,0.0526478
97.9,90.5455,95.1096,2.00006,4.77777,99.0242,81.4036,2.00003,0.0526215
98,90.3488,95.1278,2.00012,4.77663,99.0392,81.6089,2.00014,0.0526018
98.1,90.1489,95.1417,2.00002,4.77559,99.0494,81.8093,2.00001,0.0525613
98.2,89.9486,95.1513,1.99994,4.77465,99.0587,82.0063,1.99994,0.0525264
98.3,89.7491,95.1597,1.99992,4.77381,99.0689,82.2028,1.99994,0.0525001
98.4,89.5478,95.1749,2.00005,4.77306,99.0774,82.4038,2,0.0524769
98.5,89.3467,95.1837,1.99993,4.77237,99.0855,82.6,1.99992,0.0524675
98.6,89.1462,95.1927,1.99994,4.77176,99.0945,82.7968,1.99994,0.0524718
98.7,88.9468,95.2041,1.99999,4.77121,99.1053,82.9963,2,0.0524835
98.8,88.7502,95.2174,2.00005,4.77072,99.1202,83.1991,2.0001,0.0524922
98.9,88.5498,95.2275,1.99997,4.77027,99.1295,83.3971,1.99996,0.0524746
99,88.3506,95.2391,2,4.76986,99.1407,83.5971,2.00001,0.0524655
99.1,88.1526,95.2578,2.00015,4.7695,99.1544,83.8038,2.00015,0.0524529
99.2,87.9527,95.2658,1.99993,4.76916,99.1642,84.0006,1.99994,0.0524236
99.3,87.7541,95.2772,2.00001,4.76886,99.1762,84.201,2.00003,0.0524007
99.4,87.5567,95.2866,1.99997,4.76859,99.1896,84.4005,2.00003,0.0523701
99.5,87.3575,95.2985,2.00002,4.76835,99.2009,84.6011,2.00002,0.0523233
99.6,87.1561,95.3097,1.99999,4.76813,99.209,84.7998,1.99996,0.0522758
99.7,86.9561,95.3179,1.99994,4.76793,99.2185,84.9967,1.99995,0.0522477
99.8,86.7569,95.3295,2.00001,4.76776,99.2298,85.1972,2.00002,0.0522268
99.9,86.5563,95.3375,1.99993,4.7676,99.2385,85.3936,1.99993,0.0522025
100,86.36,95.3541,2.00013,4.76746,99.2545,85.6003,2.00017,0.0521913
100.1,86.1613,95.3636,1.99998,4.76733,99.2663,85.7995,2,0.0521446
100.2,85.9619,95.3747,2,4.76721,99.2771,85.9995,2.00001,0.0520925
100.3,85.7615,95.3859,2,4.7671,99.2866,86.199,1.99999,0.0520422
100.4,85.5608,95.3961,1.99998,4.76701,99.2954,86.3973,1.99996,0.0520026
100.5,85.3614,95.4094,2.00005,4.76692,99.3066,86.5993,2.00005,0.0519774
100.6,85.1617,95.4191,1.99998,4.76684,99.3169,86.7979,1.99998,0.0519491
100.7,84.9628,95.4325,2.00005,4.76677,99.3288,87.0004,2.00006,0.051924
100.8,84.7643,95.4491,2.00012,4.7667,99.342,87.2061,2.00013,0.05189
100.9,84.5635,95.4601,2,4.76663,99.3509,87.4052,1.99998,0.0518399
101,84.3651,95.473,2.00005,4.76657,99.3636,87.6078,2.00007,0.0518052
101.1,84.1645,95.4816,1.99995,4.76652,99.3721,87.8047,1.99994,0.0517558
101.2,83.9651,95.4893,1.99994,4.76647,99.3823,88.0018,1.99996,0.051724
101.3,83.764,95.4978,1.99995,4.76643,99.3902,88.1984,1.99992,0.0516951
101.4,83.5657,95.5122,2.00008,4.76639,99.4032,88.4024,2.0001,0.0516883
101.5,83.3656,95.5246,2.00003,4.76636,99.4134,88.6034,2.00002,0.0516608
101.6,83.1657,95.5334,1.99996,4.76632,99.423,88.801,1.99996,0.0516371
101.7,82.9655,95.5446,2.00001,4.76629,99.4327,89.0007,1.99999,0.0516212
101.8,82.7657,95.5567,2.00003,4.76627,99.4431,89.2015,2.00002,0.0516121
101.9,82.5664,95.5677,2.00001,4.76624,99.4542,89.4018,2.00002,0.0516037
102,82.3676,95.5828,2.00009,4.76622,99.4667,89.6064,2.0001,0.0515891
102.1,82.1674,95.5883,1.99989,4.7662,99.4752,89.8007,1.99989,0.0515564
102.2,81.9669,95.5986,1.99999,4.76618,99.4842,89.9993,1.99997,0.0515417
102.3,81.7673,95.6101,2.00002,4.76617,99.4948,90.1998,2.00002,0.051541
102.4,81.5687,95.6251,2.00009,4.76615,99.5078,90.4045,2.00011,0.00154095
102.5,81.369,95.6386,2.00006,4.76613,99.5087,90.6071,2.00005,6.23473
102.6,81.168,95.6522,2.00005,4.76611,99.4979,90.8086,2.00002,6.18473
102.7,80.9694,95.6585,1.99991,4.76609,99.4787,91.0042,1.99995,6.13473
102.8,80.7708,95.671,2.00004,4.76608,99.4512,91.2046,2.00006,6.08473
102.9,80.5723,95.6838,2.00005,4.76606,99.4141,91.4038,2.00007,6.03473
103,80.373,95.6931,1.99997,4.76605,99.3653,91.5965,1.99998,5.98473
103.1,80.1734,95.7083,2.00009,4.76604,99.3078,91.7922,2.00009,5.93473
103.2,79.9717,95.7198,2.00001,4.76602,99.2367,91.9792,1.99996,5.88473
103.3,79.7716,95.7292,1.99997,4.766,99.1583,92.1618,1.99996,5.83473
103.4,79.5722,95.7391,1.99998,4.76599,99.0718,92.3415,1.99999,5.78473
103.5,79.3712,95.7512,2.00003,4.76598,98.9746,92.5174,1.99999,5.73473
103.6,79.1717,95.7662,2.00009,4.76597,98.8718,92.6926,2.00009,5.68473
103.7,78.9717,95.7743,1.99995,4.76595,98.758,92.8549,1.99994,5.63473
103.8,78.7711,95.7871,2.00004,4.76594,98.6365,93.0156,2.00002,5.58473
103.9,78.5712,95.7955,1.99995,4.76593,98.5069,93.1662,1.99995,5.53473
104,78.372,95.804,1.99996,4.76592,98.3709,93.3109,1.99997,5.48473
104.1,78.1725,95.814,1.99999,4.76592,98.2279,93.4499,1.99999,5.43473
104.2,77.9726,95.828,2.00007,4.76591,98.0785,93.5854,2.00006,5.38473
104.3,77.7733,95.8371,1.99997,4.76591,97.9221,93.7086,1.99998,5.33473
104.4,77.5737,95.848,2,4.7659,97.7598,93.8254,2.00001,5.28473
104.5,77.3756,95.8602,2.00003,4.7659,97.5944,93.9367,2.00007,5.23473
104.6,77.1749,95.8694,1.99997,4.76589,97.4192,94.034,1.99994,5.1887
104.7,76.9768,95.8854,2.00011,4.76589,97.2453,94.1327,2.00015,5.14718
104.8,76.7768,95.8958,2,4.76588,97.0635,94.2164,1.99999,5.10973
104.9,76.5769,95.9074,2.00002,4.76587,96.8791,94.2946,2.00001,5.07595
105,76.3784,95.9204,2.00005,4.76586,96.6945,94.3692,2.00008,5.04547
105.1,76.1776,95.9327,2.00003,4.76585,96.5044,94.4353,2,5.01798
105.2,75.9779,95.9447,2.00003,4.76584,96.3141,94.4968,2.00003,4.99318
105.3,75.7775,95.9509,1.99991,4.76583,96.1197,94.5468,1.99989,4.97081
105.4,75.5774,95.9586,1.99994,4.76582,95.9248,94.5943,1.99993,4.95064
105.5,75.376,95.9676,1.99996,4.76582,95.7276,94.6382,1.99992,4.93244
105.6,75.1768,95.9797,2.00003,4.76582,95.5336,94.6838,2.00004,4.91603
105.7,74.977,95.9927,2.00005,4.76582,95.3382,94.7266,2.00005,4.90123
105.8,74.7753,95.9973,1.99987,4.76582,95.1372,94.7558,1.99982,4.88787
105.9,74.5741,96.0133,2.00011,4.76582,94.9398,94.7952,2.00007,4.87583
106,74.375,96.0246,2.00001,4.76582,94.7435,94.8289,2.00003,4.86496
106.1,74.1766,96.0389,2.00007,4.76582,94.5488,94.8644,2.00011,4.85515
106.2,73.9768,96.0442,1.99989,4.76581,94.349,94.8868,1.99988,4.8463
106.3,73.7775,96.0538,1.99998,4.76581,94.1511,94.9127,1.99999,4.83833
106.4,73.5763,96.066,2.00003,4.76581,93.9512,94.9383,2,4.83113
106.5,73.3767,96.0707,1.99988,4.76581,93.7509,94.9555,1.99988,4.82464
106.6,73.1779,96.0806,1.99998,4.76582,93.5531,94.9777,2,4.81879
106.7,72.9768,96.0926,2.00003,4.76583,93.3529,94.9993,2,4.81351
106.8,72.7751,96.0996,1.99992,4.76583,93.15,95.0137,1.99987,4.80875
106.9,72.5759,96.1035,1.99986,4.76584,92.9496,95.0258,1.99987,4.80446
107,72.3752,96.1135,1.99999,4.76586,92.7489,95.0426,1.99996,4.8006
107.1,72.1768,96.1246,2.00001,4.76588,92.5515,95.0618,2.00004,4.79712
107.2,71.9763,96.1346,1.99999,4.76589,92.3511,95.0773,1.99997,4.79398
107.3,71.7762,96.1464,2.00002,4.76591,92.1515,95.0944,2.00001,4.79115
107.4,71.5744,96.1523,1.9999,4.76592,91.948,95.1031,1.99985,4.78859
107.5,71.3736,96.1607,1.99996,4.76594,91.7464,95.1149,1.99993,4.78629
107.6,71.1734,96.1742,2.00006,4.76596,91.5472,95.1324,2.00005,4.78422
107.7,70.9738,96.1869,2.00004,4.76597,91.3485,95.149,2.00004,4.78235
107.8,70.7742,96.1965,1.99998,4.76598,91.1488,95.1619,1.99998,4.78066
107.9,70.5739,96.2077,2.00001,4.76599,90.9486,95.1756,2,4.77913
108,70.3746,96.2182,1.99999,4.766,90.7496,95.189,2.00001,4.77776
108.1,70.1734,96.2297,2.00002,4.76601,90.5484,95.2017,1.99998,4.77652
108.2,69.973,96.2418,2.00003,4.76601,90.3484,95.2155,2.00001,4.7754
108.3,69.7728,96.2524,2,4.76601,90.1481,95.2276,1.99999,4.77439
108.4,69.5715,96.2692,2.00012,4.76602,89.9483,95.2456,2.00009,4.77348
108.5,69.3708,96.2743,1.99989,4.76601,89.7457,95.2506,1.99986,4.77265
108.6,69.1701,96.2833,1.99997,4.76602,89.5443,95.26,1.99994,4.77191
108.7,68.97,96.2943,2.00001,4.76602,89.3443,95.2719,2,4.77125
108.8,68.7684,96.3042,1.99998,4.76603,89.142,95.2812,1.99994,4.77065
108.9,68.5687,96.3127,1.99996,4.76603,88.9417,95.2904,1.99995,4.77011
109,68.3697,96.3272,2.00008,4.76604,88.7441,95.3068,2.0001,4.76963
109.1,68.1698,96.3323,1.99989,4.76604,88.5425,95.3118,1.99988,4.76919
109.2,67.9696,96.3448,2.00004,4.76605,88.3428,95.3247,2.00003,4.7688
109.3,67.768,96.3536,1.99996,4.76606,88.1401,95.3323,1.99992,4.76844
109.4,67.5704,96.363,1.99997,4.76607,87.9427,95.3437,2.00002,4.76813
109.5,67.371,96.3714,1.99995,4.76608,87.7427,95.3525,1.99996,4.76785
109.6,67.173,96.3843,2.00004,4.76609,87.5459,95.3675,2.00009,4.76759
109.7,66.9729,96.3944,1.99999,4.7661,87.3456,95.3775,1.99998,4.76736
109.8,66.7732,96.4082,2.00006,4.7661,87.1467,95.3919,2.00006,4.76715
109.9,66.5732,96.4198,2.00002,4.76611,86.9469,95.4036,2.00001,4.76696
110,66.3757,96.4273,1.99993,4.76611,86.7491,95.4127,1.99998,4.76678
110.1,66.1758,96.4389,2.00002,4.76611,86.5494,95.4244,2.00001,4.76662
110.2,65.9788,96.4505,2.00001,4.76612,86.3533,95.4383,2.00008,4.76648
110.3,65.7798,96.4597,1.99997,4.76612,86.1539,95.4479,1.99998,4.76635
110.4,65.5803,96.4721,2.00003,4.76612,85.9551,95.4608,2.00004,4.76623
110.5,65.3818,96.4856,2.00005,4.76612,85.7575,95.4756,2.00008,4.76612
110.6,65.1822,96.4967,2.00001,4.76612,85.5581,95.4869,2.00001,4.76602
110.7,64.9812,96.5071,2,4.76612,85.3567,95.4962,1.99997,4.76593
110.8,64.7818,96.5196,2.00003,4.76611,85.1579,95.5092,2.00004,4.76585
110.9,64.5827,96.5297,1.99998,4.76611,84.9589,95.5196,2,4.76577
111,64.3825,96.5442,2.00008,4.7661,84.7596,95.5342,2.00007,4.7657
111.1,64.1829,96.5558,2.00002,4.7661,84.5603,95.546,2.00002,4.76563
111.2,63.9819,96.5725,2.00012,4.76609,84.3609,95.5625,2.00011,4.76557
111.3,63.7807,96.5839,2.00002,4.76607,84.1597,95.5729,1.99999,4.76551
111.4,63.5802,96.5955,2.00002,4.76605,83.9593,95.5838,2,4.76545
111.5,63.3809,96.6077,2.00003,4.76603,83.7605,95.5965,2.00004,4.7654
111.6,63.1805,96.6152,1.99994,4.76602,83.5591,95.6028,1.99992,4.76535
111.7,62.9806,96.6264,2.00001,4.76601,83.3593,95.6139,2.00001,4.76531
111.8,62.7796,96.6348,1.99996,4.766,83.1574,95.6208,1.99992,4.76528
111.9,62.5798,96.6474,2.00004,4.76599,82.9581,95.6334,2.00004,4.76525
112,62.3805,96.6569,1.99998,4.76598,82.7586,95.643,1.99998,4.76522
112.1,62.1795,96.6679,2.00001,4.76598,82.5575,95.6529,1.99998,4.7652
112.2,61.9782,96.6808,2.00005,4.76597,82.3566,95.6649,2.00002,4.76518
112.3,61.7792,96.6889,1.99995,4.76596,82.157,95.6729,1.99996,4.76516
112.4,61.5774,96.7018,2.00005,4.76596,81.9555,95.6844,2.00001,4.76514
112.5,61.3775,96.7118,1.99999,4.76595,81.7553,95.694,1.99998,4.76513
112.6,61.1764,96.7249,2.00005,4.76595,81.5548,95.7064,2.00003,4.76512
112.7,60.9764,96.7365,2.00002,4.76594,81.355,95.7177,2.00001,4.7651
112.8,60.7772,96.7402,1.99986,4.76593,81.1538,95.7205,1.99985,4.76509
112.9,60.5771,96.7491,1.99997,4.76594,80.9532,95.7286,1.99995,4.76509
113,60.3779,96.7615,2.00003,4.76594,80.7546,95.7416,2.00005,4.76509
113.1,60.1777,96.7753,2.00006,4.76595,80.5552,95.7553,2.00006,4.76509
113.2,59.9778,96.7864,2.00001,4.76595,80.3554,95.7663,2.00001,4.76508
113.3,59.779,96.7944,1.99994,4.76594,80.1559,95.7743,1.99996,4.76508
113.4,59.5802,96.8023,1.99994,4.76594,79.9564,95.7822,1.99995,4.76508
113.5,59.3815,96.8091,1.99992,4.76595,79.7567,95.7889,1.99993,4.76508
113.6,59.1817,96.8228,2.00006,4.76596,79.5577,95.8029,2.00007,4.76508
113.7,58.981,96.8371,2.00007,4.76597,79.358,95.817,2.00007,4.76509
113.8,58.7831,96.8409,1.99986,4.76597,79.1582,95.8207,1.99987,4.76508
113.9,58.5839,96.8501,1.99997,4.76598,78.9586,95.8297,1.99997,4.76509
114,58.3851,96.8625,2.00003,4.76599,78.7604,95.843,2.00006,4.76509
114.1,58.1847,96.8749,2.00004,4.766,78.5604,95.8549,2.00002,4.7651
114.2,57.9853,96.8866,2.00002,4.766,78.3613,95.8669,2.00003,4.7651
114.3,57.7852,96.8982,2.00002,4.76601,78.1614,95.8782,2.00001,4.7651
114.4,57.5859,96.9077,1.99997,4.76601,77.9618,95.8875,1.99998,4.76509
114.5,57.3858,96.9166,1.99997,4.76601,77.7612,95.8958,1.99995,4.76509
114.6,57.1857,96.9274,2,4.76602,77.5612,95.9062,2,4.7651
114.7,56.9851,96.9422,2.00008,4.76602,77.3617,95.921,2.00008,4.7651
114.8,56.7854,96.9516,1.99997,4.76602,77.1616,95.9299,1.99997,4.7651
114.9,56.5857,96.9612,1.99998,4.76602,76.9615,95.9391,1.99997,4.76509
115,56.3862,96.9734,2.00003,4.76602,76.7625,95.9516,2.00004,4.7651
115.1,56.1876,96.9832,1.99998,4.76602,76.5636,95.9617,2,4.76509
115.2,55.9896,96.9904,1.99992,4.76602,76.3648,95.9693,1.99995,4.76509
115.3,55.7909,96.9999,1.99997,4.76603,76.1658,95.9791,1.99999,4.7651
115.4,55.5917,97.0101,1.99999,4.76604,75.9664,95.9893,2,4.7651
115.5,55.3928,97.0192,1.99996,4.76605,75.7671,95.9985,1.99998,4.7651
115.6,55.194,97.0263,1.99992,4.76606,75.5673,96.0053,1.99993,4.76511
115.7,54.9946,97.0347,1.99995,4.76607,75.3673,96.0133,1.99995,4.76512
115.8,54.7945,97.0444,1.99998,4.76609,75.1669,96.0224,1.99997,4.76513
115.9,54.5936,97.0589,2.00008,4.76611,74.967,96.0365,2.00007,4.76514
116,54.3951,97.069,1.99998,4.76612,74.7684,96.0472,2.00001,4.76515
116.1,54.1944,97.0838,2.00008,4.76613,74.5687,96.0619,2.00008,4.76515
116.2,53.9944,97.0966,2.00004,4.76613,74.3694,96.0748,2.00004,4.76515
116.3,53.7937,97.1088,2.00003,4.76613,74.169,96.0865,2.00002,4.76515
116.4,53.5944,97.1195,2,4.76612,73.9697,96.0972,2.00001,4.76515
116.5,53.3937,97.1309,2.00002,4.76612,73.7692,96.1079,2,4.76514
116.6,53.1954,97.138,1.99992,4.76612,73.57,96.1151,1.99994,4.76514
116.7,52.9956,97.1485,2,4.76612,73.3701,96.1252,1.99999,4.76514
116.8,52.7967,97.1575,1.99996,4.76612,73.1707,96.1342,1.99997,4.76514
116.9,52.5973,97.1689,2.00001,4.76613,72.9714,96.1457,2.00002,4.76514
117,52.3968,97.1801,2.00002,4.76613,72.7711,96.1563,2,4.76514
117.1,52.1979,97.1899,1.99998,4.76613,72.572,96.1663,1.99999,4.76515
117.2,51.9967,97.2011,2.00002,4.76614,72.3709,96.1764,1.99999,4.76515
117.3,51.7968,97.2117,2,4.76614,72.171,96.1866,1.99999,4.76515
117.4,51.597,97.2236,2.00002,4.76614,71.9715,96.1985,2.00003,4.76515
117.5,51.3976,97.2327,1.99997,4.76614,71.7717,96.2074,1.99997,4.76515
117.6,51.1997,97.2411,1.99994,4.76615,71.5731,96.2163,1.99997,4.76516
117.7,50.9991,97.253,2.00003,4.76615,71.3728,96.2276,2.00001,4.76516
117.8,50.7995,97.261,1.99995,4.76616,71.1724,96.2348,1.99994,4.76516
117.9,50.6003,97.2715,1.99999,4.76617,70.9732,96.2454,2,4.76517
118,50.4027,97.2761,1.99987,4.76618,70.774,96.2499,1.99989,4.76518
118.1,50.2023,97.2879,2.00003,4.7662,70.5738,96.2613,2.00001,4.76519
118.2,50.0036,97.2993,2,4.76621,70.3753,96.2732,2.00003,4.76521
118.3,49.8036,97.31,2,4.76623,70.1753,96.2836,2,4.76522
118.4,49.6026,97.3223,2.00004,4.76624,69.9747,96.2952,2.00002,4.76522
118.5,49.4032,97.3333,2,4.76625,69.7754,96.3062,2.00001,4.76523
118.6,49.202,97.3456,2.00004,4.76625,69.5747,96.3178,2.00002,4.76523
118.7,49.0009,97.3582,2.00005,4.76626,69.3742,96.3298,2.00003,4.76524
118.8,48.8009,97.3707,2.00003,4.76626,69.1746,96.3422,2.00004,4.76524
118.9,48.6001,97.3843,2.00006,4.76625,68.9745,96.3555,2.00005,4.76524
119,48.3995,97.3948,2,4.76624,68.7739,96.3652,1.99998,4.76523
119.1,48.1994,97.403,1.99996,4.76623,68.5733,96.3725,1.99994,4.76523
119.2,48.0005,97.413,1.99998,4.76623,68.3741,96.3826,1.99999,4.76523
119.3,47.7992,97.4258,2.00005,4.76623,68.1734,96.3946,2.00003,4.76523
119.4,47.5995,97.4362,1.99999,4.76623,67.9736,96.4047,1.99999,4.76523
119.5,47.4006,97.4454,1.99997,4.76623,67.7743,96.414,1.99998,4.76523
119.6,47.2008,97.4558,1.99999,4.76623,67.5744,96.424,1.99999,4.76523
119.7,47.002,97.4655,1.99997,4.76623,67.3753,96.4338,1.99999,4.76523
119.8,46.8016,97.4772,2.00002,4.76623,67.1751,96.4451,2.00001,4.76524
119.9,46.6024,97.4889,2.00001,4.76623,66.9762,96.4571,2.00003,4.76524
120,46.4043,97.4984,1.99996,4.76623,66.7776,96.4671,1.99999,4.76524
120.1,46.2051,97.5074,1.99996,4.76623,66.5779,96.4758,1.99996,4.76524
120.2,46.0038,97.5215,2.00007,4.76624,66.3776,96.4896,2.00006,4.76524
120.3,45.8054,97.5304,1.99996,4.76624,66.1786,96.4986,1.99997,4.76524
120.4,45.6076,97.5403,1.99997,4.76624,65.9804,96.5093,2,4.76524
120.5,45.4083,97.5479,1.99994,4.76624,65.7803,96.5162,1.99993,4.76524
120.6,45.2096,97.5582,1.99998,4.76625,65.5814,96.5268,2,4.76525
120.7,45.0125,97.5627,1.99987,4.76626,65.3826,96.5312,1.99988,4.76525
120.8,44.8127,97.5739,2.00001,4.76628,65.183,96.5422,2.00001,4.76527
120.9,44.6143,97.5864,2.00002,4.7663,64.9847,96.5557,2.00005,4.76528
121,44.4167,97.5978,1.99999,4.76631,64.7871,96.5682,2.00004,4.76529
121.1,44.2178,97.607,1.99997,4.76633,64.5877,96.5774,1.99997,4.76529
121.2,44.0181,97.6178,2,4.76634,64.388,96.5879,2,4.76529
121.3,43.8184,97.629,2.00001,4.76635,64.1884,96.599,2.00001,4.7653
121.4,43.62,97.6383,1.99996,4.76636,63.9895,96.6086,1.99998,4.7653
121.5,43.4198,97.6462,1.99995,4.76637,63.7888,96.6153,1.99993,4.7653
121.6,43.2205,97.6568,1.99999,4.76639,63.5894,96.6259,2,4.76531
121.7,43.0213,97.6662,1.99997,4.7664,63.3898,96.635,1.99997,4.76532
121.8,42.8211,97.6788,2.00004,4.76642,63.19,96.6475,2.00004,4.76533
121.9,42.6206,97.6912,2.00003,4.76643,62.99,96.6596,2.00003,4.76534
122,42.4196,97.7027,2.00002,4.76644,62.7893,96.6703,2,4.76534
122.1,42.2203,97.713,1.99999,4.76645,62.5899,96.6804,1.99999,4.76534
122.2,42.0183,97.7247,2.00004,4.76645,62.3884,96.6909,2,4.76535
122.3,41.8196,97.7341,1.99997,4.76646,62.1893,96.7003,1.99998,4.76535
122.4,41.6225,97.7427,1.99994,4.76646,61.9913,96.7096,1.99997,4.76536
122.5,41.4241,97.7532,1.99998,4.76647,61.7927,96.7206,2.00001,4.76536
122.6,41.2253,97.7624,1.99996,4.76648,61.5934,96.7297,1.99997,4.76537
122.7,41.0256,97.7725,1.99999,4.7665,61.3936,96.7394,1.99998,4.76537
122.8,40.8267,97.7791,1.99992,4.76651,61.1937,96.7452,1.99991,4.76538
122.9,40.6261,97.7894,2,4.76653,60.9931,96.7546,1.99998,4.7654
123,40.4275,97.7975,1.99994,4.76655,60.7938,96.7624,1.99995,4.76541
123.1,40.2291,97.811,2.00003,4.76658,60.5957,96.7771,2.00007,4.76543
123.2,40.0294,97.8197,1.99996,4.7666,60.3956,96.7851,1.99995,4.76544
123.3,39.8304,97.828,1.99995,4.76662,60.196,96.7929,1.99995,4.76545
123.4,39.6309,97.8388,2,4.76664,59.9964,96.8036,2,4.76547
123.5,39.4319,97.8505,2.00001,4.76667,59.7974,96.8156,2.00002,4.76548
123.6,39.2322,97.8612,2,4.76668,59.5978,96.826,2,4.76549
123.7,39.0314,97.8721,2.00001,4.7667,59.3971,96.8361,1.99999,4.7655
123.8,38.8313,97.8842,2.00003,4.76672,59.1974,96.8481,2.00003,4.76551
123.9,38.6316,97.896,2.00002,4.76673,58.9978,96.8598,2.00002,4.76552
124,38.4311,97.9085,2.00003,4.76673,58.7978,96.872,2.00003,4.76553
124.1,38.2327,97.9182,1.99997,4.76674,58.599,96.8819,1.99998,4.76553
124.2,38.035,97.9257,1.99992,4.76674,58.4002,96.8894,1.99994,4.76553
124.3,37.8319,97.94,2.00009,4.76675,58.1984,96.9025,2.00005,4.76554
124.4,37.6349,97.9482,1.99993,4.76676,58.0004,96.9112,1.99996,4.76554
124.5,37.4361,97.959,1.99999,4.76677,57.8014,96.9222,2,4.76554
124.6,37.2378,97.9706,2,4.76678,57.603,96.9345,2.00003,4.76555
124.7,37.0373,97.9833,2.00004,4.76678,57.403,96.9469,2.00003,4.76555
124.8,36.8372,97.993,1.99999,4.76678,57.2028,96.9559,1.99997,4.76555
124.9,36.635,98.0052,2.00005,4.76679,57.0013,96.9669,2.00001,4.76555
125,36.4342,98.017,2.00003,4.76679,56.8009,96.9782,2.00001,4.76555
125.1,36.2343,98.0312,2.00006,4.76678,56.6017,96.9928,2.00007,4.76555
125.2,36.0361,98.0401,1.99995,4.76677,56.4028,97.0017,1.99997,4.76554
125.3,35.8369,98.0523,2.00002,4.76677,56.2037,97.0142,2.00003,4.76554
125.4,35.638,98.0618,1.99997,4.76676,56.0044,97.0236,1.99998,4.76553
125.5,35.4385,98.0735,2.00001,4.76675,55.8051,97.0353,2.00002,4.76552
125.6,35.2399,98.0845,1.99999,4.76675,55.6062,97.0466,2.00001,4.76552
125.7,35.0375,98.0991,2.00009,4.76674,55.405,97.0605,2.00006,4.76551
125.8,34.8377,98.1119,2.00003,4.76673,55.2056,97.0735,2.00004,4.7655
125.9,34.6363,98.1253,2.00006,4.76671,55.005,97.0865,2.00005,4.76548
126,34.4345,98.1398,2.00008,4.76668,54.8043,97.1006,2.00007,4.76547
126.1,34.2365,98.1483,1.99994,4.76665,54.6055,97.1091,1.99996,4.76544
